ordem;processo;area;pontuacao_nao_calibrada;resultado_historico;rodada
194;878.001/2016;2435;0.6433513233523664;0;8
195;810.483/2016;2476;0.6422383798317642;0;8
196;300.612/2017;4291;0.6421014671052208;0;8
197;860.429/2016;4113;0.6419919285269051;0;8
198;300.744/2021;307;0.6419538983243651;1;8
199;300.318/2019;182;0.6417566598328553;0;8
200;810.533/2013;826;0.6410418684539558;0;8
201;800.221/2005;4954;0.6404021011762586;1;8
202;810.792/2009;3971;0.6398952015177108;0;8
203;300.285/2018;3847;0.639638347201188;0;8
204;300.776/2017;320;0.6386406805010961;0;8
205;884.063/2016;3760;0.6381980487889821;0;8
206;300.725/2022;3877;0.6379292728312487;1;8
207;890.003/2013;4170;0.6375134096369813;1;8
208;826.697/2021;1126;0.6374504330556546;0;8
209;300.544/2011;248;0.6370903511498592;0;8
210;826.314/2014;1090;0.63668643471768;1;8
211;300.251/2019;4253;0.6363644070553054;1;8
212;803.026/2007;619;0.6359774456880352;0;8
213;300.780/2017;323;0.6359517871778573;0;8
214;860.732/2021;4458;0.6354943072290185;0;8
215;300.474/2022;3861;0.6351733779359332;1;8
216;800.427/2014;2356;0.6347243627838817;1;8
217;890.422/2015;2202;0.6345793287971109;1;8
218;826.885/2016;4064;0.6344932228370929;0;8
219;820.409/2005;4924;0.6341305685159118;0;8
220;860.970/2009;1699;0.6339413181972529;0;8
221;803.234/2012;3627;0.6335624061638555;0;8
222;871.268/2020;2036;0.6333785377978091;1;8
223;860.278/2018;1594;0.6322743791368487;0;8
224;832.392/2016;1276;0.6319265359463523;0;8
225;860.811/2021;4459;0.6314610224964956;0;8
226;860.070/2016;4102;0.6314380371304086;0;8
227;884.120/2011;3764;0.631277922641783;0;8
228;848.038/2022;4352;0.6312746941604089;1;8
229;803.378/2008;689;0.6304119363271763;0;8
230;850.498/2015;3722;0.6294744579451793;0;8
231;804.490/2008;724;0.628666377044079;0;8
232;815.129/2016;2288;0.6285349249310989;0;8
233;806.344/2012;4243;0.6285144813924483;0;8
234;804.491/2008;725;0.6284583250264205;0;8
235;804.492/2008;726;0.6284583250264205;0;8
236;810.181/2019;2300;0.6284570279578152;1;8
237;810.288/2016;3823;0.6281472791843462;0;8
238;810.610/2014;834;0.628013855469432;1;8
239;846.073/2019;3681;0.6278166375535655;1;8
240;810.983/2015;860;0.6276282151340625;1;8
241;848.327/2015;1477;0.6275739895412401;0;8
242;810.940/2017;4581;0.6272585702392676;0;8
243;826.837/2016;3649;0.6269892598611723;0;8
244;848.253/2017;1463;0.6268929195840468;1;8
245;848.032/2022;2480;0.6268780611832133;0;8
246;861.353/2008;4124;0.6268599539212116;0;8
247;810.081/2017;782;0.6266663309766667;0;8
248;811.327/2014;880;0.626260790254705;0;8
249;803.383/2008;690;0.6262367295081872;1;8
250;810.567/2015;3832;0.6261416054092919;1;8
251;848.140/2015;4529;0.6261132506367968;0;8
252;848.238/2022;4416;0.626105470055498;1;8
253;860.494/2021;4539;0.6259685372380237;0;8
254;300.314/2016;3850;0.6259192622535261;0;8
255;860.067/2016;4101;0.6248977574148282;0;8
256;803.806/2008;715;0.6247409380648782;0;8
257;821.446/2001;4951;0.6247268690775739;0;8
258;810.387/2015;810;0.6244092690115947;1;8
259;811.393/2011;4007;0.624361466124525;0;8
260;810.424/2015;813;0.624295814723945;1;8
261;300.653/2021;3871;0.6241951139257512;1;8
262;815.483/2015;921;0.6239009444145811;0;8
263;300.778/2017;322;0.6237130739736185;0;8
264;810.197/2010;793;0.6229055355888066;1;8
265;300.208/2021;3842;0.6220859169710646;1;8
266;815.327/2014;2335;0.6220515909723202;1;8
267;810.366/2021;4514;0.6220316021703202;1;8
268;816.077/2013;958;0.6219172698366212;0;8
269;826.008/2016;1073;0.6218137566846212;0;8
270;804.346/2008;722;0.6212177059425454;1;8
271;860.515/2016;4115;0.6211755625590814;1;8
272;884.019/2004;3758;0.6209687383259502;1;8
